VENDEDOR,CLIENTE,PRODUTO,QUANTIDADE,UNIDADE_MEDIDA_NF,PREÇO_NF,DATA_NF,CRP_AJUSTADO,VLR_PRECO_LISTA,VLR_CONTRIBUICAO
377,14453,401,8766,KGS,"7,215",4/2/2009,"3,30","7,87",  34.298 
389,33978,2,9730,KGS,"8,697",7/30/2010,"4,27","9,17",  43.115 
318,12098,135,4821,KGS,"6,643",1/31/2009,"2,19","4,95",  21.465 
385,14453,401,8766,KGS,"7,15",6/25/2009,"3,26","7,87",  34.089 
385,14453,401,8766,KGS,"7,15",7/3/2009,"3,26","7,87",  34.089 
413,14453,401,8766,KGS,"7,15",8/9/2009,"3,26","7,87",  34.089 
413,14453,401,8766,KGS,"7,15",10/1/2009,"3,26","7,88",  34.089 
413,14453,401,8766,KGS,"7,15",10/11/2009,"3,26","8,32",  34.089 
413,14453,401,8766,KGS,"7,15",11/7/2009,"3,26","7,88",  34.089 
402,23390,1441,8836,KGS,"4,212",1/8/2010,"1,54","3,88",  23.610 
335,12978,1365,2664,KGS,"16,965",1/26/2009,"6,87","17,67",  26.898 
344,24044,87,525,KGS,39,9/25/2009,"7,14","32,60",  16.727 
402,23390,3,5259,KGS,"6,058",5/6/2010,"1,98","4,70",  21.421 
326,22367,41,3506,KGS,"13,481",1/14/2010,"5,56","14,51",  27.775 
402,23390,1439,5512,KGS,"8,892",5/20/2010,"3,72","10,83",  28.495 
389,17288,1093,876,KGS,"137,839",4/20/2009,"71,57","198,78",  58.049 
430,19341,1362,946,KGS,"23,751",9/10/2010,"5,15","16,00",  17.599 
371,11887,1366,1577,KGS,"18,148",5/3/2009,"5,38","19,79",  20.139 
402,23390,1462,1753,KGS,"29,484",2/23/2009,"12,56","33,95",  29.670 
430,11850,1369,2980,KGS,"11,83",6/4/2010,"4,14","11,64",  22.909 
389,4507,509,262,KGS,"151,853",9/17/2009,"57,22","149,41",  24.794 
402,23390,1391,14025,KGS,"5,265",10/8/2009,"2,50","6,28",  38.845 
324,34057,80,3506,KGS,"10,621",4/24/2010,"3,84","10,80",  23.782 
326,4732,223,3155,KGS,"8,944",10/11/2010,"2,58","5,63",  20.086 
402,23390,1523,12272,KGS,"5,057",10/14/2010,"2,28","5,41",  34.065 
326,13,90,17356,KGS,"2,795",4/8/2010,"1,15","2,93",  28.500 
377,663,1359,2840,KGS,"18,018",2/17/2009,"7,59","21,12",  29.607 
326,22367,41,3506,KGS,"12,792",5/17/2010,"5,09","12,40",  27.005 
324,31475,94,60,KGS,"702,234",5/28/2009,"270,54","751,22",  25.902 
318,9558,60,6914,KGS,"7,761",3/2/2009,"3,33","7,08",  30.656 
335,30211,779,2384,KGS,"10,27",10/25/2009,"2,45","6,08",  18.653 
389,18914,779,4768,KGS,"7,527",1/23/2010,"2,63","6,39",  23.363 
402,23390,3,5259,KGS,"6,11",9/11/2009,"1,96","4,65",  21.825 
402,23390,1439,5512,KGS,"9,204",12/5/2009,"3,85","11,34",  29.489 
385,14453,401,8766,KGS,"7,215",6/5/2009,"3,26","7,87",  34.659 
402,23390,1431,3015,KGS,"25,402",5/2/2009,"12,08","30,13",  40.162 
335,11850,1364,1051,KGS,"25,22",2/20/2010,"6,60","34,48",  19.565 
47,14532,133,14902,KGS,"7,553",6/25/2010,"3,86","8,31",  54.998 
377,13254,1438,2840,KGS,"18,265",2/28/2009,"7,69","21,31",  30.028 
324,28508,159,5259,KGS,"11,791",7/10/2010,"5,29","12,87",  34.204 
324,31282,31,7363,KGS,"8,632",8/20/2010,"3,90","10,18",  34.876 
402,23390,266,13149,KGS,"2,834",10/21/2010,"1,00","3,12",  24.053 
318,23552,1055,1402,KGS,"46,397",4/23/2009,"21,07","54,20",  35.514 
318,6929,9,1893,KGS,"19,201",8/20/2009,"6,66","22,14",  23.736 
318,6929,9,1893,KGS,"19,201",8/22/2009,"6,66","22,12",  23.736 
402,23390,1224,7012,KGS,"4,888",10/21/2010,"1,62","3,83",  22.899 
326,4732,223,3155,KGS,"9,256",7/30/2010,"2,66","5,83",  20.810 
377,663,1359,2840,KGS,"19,344",3/27/2009,"8,28","23,01",  31.408 
377,663,1359,2840,KGS,"19,344",3/27/2009,"8,28","23,01",  31.408 
326,10706,1362,1893,KGS,"16,653",7/16/2009,"5,15","13,41",  21.781 
318,31603,379,2629,KGS,"27,17",7/27/2009,"12,63","30,79",  38.218 
389,32744,256,87,KGS,"319,917",10/25/2009,"86,96","227,08",  20.267 
324,31282,31,7363,KGS,"8,645",8/28/2010,"3,89","8,88",  35.033 
326,5505,72,981,KGS,"25,909",4/8/2010,"6,24","17,90",  19.293 
326,5505,72,981,KGS,"25,909",4/8/2010,"6,23","17,89",  19.301 
402,23390,1224,10519,KGS,"5,265",8/24/2009,"2,26","5,98",  31.647 
402,23390,1224,10519,KGS,"5,265",12/14/2009,"2,26","5,98",  31.647 
377,663,509,657,KGS,"118,781",5/4/2009,"56,39","135,84",  40.993 
318,31603,1093,525,KGS,"147,927",4/11/2010,"70,13","170,93",  40.842 
326,5505,72,981,KGS,"26,052",4/1/2010,"6,28","15,59",  19.401 
402,23390,1462,1402,KGS,"30,043",4/20/2009,"11,33","30,63",  26.233 
326,22367,41,4383,KGS,"13,78",4/2/2009,"6,08","16,89",  33.759 
326,13,90,17549,KGS,"2,795",4/2/2009,"1,14","2,87",  29.106 
326,13,90,17549,KGS,"2,795",4/16/2009,"1,14","2,87",  29.106 
326,13,90,17549,KGS,"2,795",4/26/2009,"1,14","2,87",  29.106 
326,13,90,17549,KGS,"2,795",5/17/2009,"1,14","2,87",  29.106 
326,10706,1362,1893,KGS,"16,835",6/25/2009,"5,20","13,56",  22.032 
402,23390,1439,5971,KGS,"8,762",5/10/2010,"3,66","10,80",  30.485 
324,30371,94,60,KGS,"656,5",6/5/2009,"237,03","666,52",  25.168 
318,12098,60,788,KGS,"70,603",12/20/2009,"30,17","68,94",  31.858 
326,13,90,17356,KGS,"2,795",2/14/2010,"1,13","2,87",  28.928 
326,13,90,17356,KGS,"2,795",3/4/2010,"1,13","2,87",  28.928 
326,5505,72,981,KGS,"26,013",5/8/2010,"6,17","22,99",  19.468 
371,30501,779,4768,KGS,"7,917",10/7/2010,"2,78","12,66",  24.516 
326,5505,72,981,KGS,"26,052",5/7/2010,"6,18","23,05",  19.498 
324,31614,94,60,KGS,"639,392",10/18/2010,"226,43","689,79",  24.778 
389,32962,1210,876,KGS,"187,486",7/10/2009,"100,02","243,74",  76.622 
402,23390,1523,12272,KGS,"4,537",1/4/2010,"1,94","4,60",  31.928 
389,28415,256,876,KGS,"168,922",2/22/2009,"89,09","201,22",  69.933 
318,12098,60,2717,KGS,"12,285",2/18/2010,"3,91","8,42",  22.750 
389,32962,1210,876,KGS,"187,72",7/16/2009,"100,14","244,06",  76.719 
371,9481,779,6199,KGS,"6,175",2/6/2009,"2,17","4,90",  24.801 
402,23390,3,5259,KGS,"6,76",8/2/2010,"2,26","5,36",  23.684 
402,23390,266,10519,KGS,"3,731",7/10/2010,"1,33","4,25",  25.213 
344,21847,704,12272,KGS,"4,238",4/26/2009,"1,75","4,60",  30.482 
402,23390,1455,2629,KGS,"22,971",8/13/2009,"10,06","26,67",  33.934 
344,23710,94,60,KGS,"734,279",8/29/2009,"280,71","1026,18",  27.214 
318,17441,495,771,KGS,"30,589",1/28/2010,"6,22","32,48",  18.790 
377,13254,1438,2840,KGS,"18,629",1/30/2009,"7,76","21,49",  30.875 
402,23390,266,8415,KGS,"3,731",1/21/2010,"1,11","3,56",  22.041 
318,24552,1093,788,KGS,"137,93",4/4/2009,"69,56","193,36",  53.879 
326,13,90,16392,KGS,"2,795",12/10/2009,"1,09","2,79",  27.997 
430,11850,1369,3243,KGS,"11,804",6/3/2010,"4,13","12,58",  24.900 
402,23390,3,5259,KGS,"6,11",8/9/2009,"1,85","4,40",  22.388 
326,4732,223,3506,KGS,"8,697",6/7/2010,"2,50","5,48",  21.714 
371,23334,345,876,KGS,"47,138",5/7/2010,"17,27","52,62",  26.165 
335,11850,1369,3506,KGS,"11,401",12/3/2009,"4,08","16,59",  25.651 
326,13,90,17549,KGS,"2,795",6/4/2009,"1,12","2,87",  29.395 
326,13,90,17549,KGS,"2,795",6/13/2009,"1,12","2,87",  29.395 
402,23390,1457,4207,KGS,"18,473",9/3/2009,"8,68","22,98",  41.199 
413,27663,495,3857,KGS,"15,106",9/10/2009,"6,50","23,77",  33.202 
402,23390,1452,8766,KGS,"5,954",8/27/2009,"2,45","7,16",  30.752 
402,23390,1452,8766,KGS,"5,954",6/11/2010,"2,45","7,16",  30.752 
326,19996,1374,3155,KGS,"13,364",1/11/2009,"4,92","16,22",  26.626 
402,23390,1512,397,KGS,"123,812",7/4/2009,"49,49","142,40",  29.507 
328,24807,93,14113,KGS,"3,133",2/13/2010,"1,19","3,16",  27.480 
318,9031,379,2147,KGS,"28,925",10/26/2009,"12,69","35,69",  34.855 
377,13254,1438,2840,KGS,"19,591",3/30/2009,"8,25","22,87",  32.203 
371,23334,345,701,KGS,"39,845",8/30/2010,"10,18","29,19",  20.796 
402,23390,464,876,KGS,"36,699",9/23/2010,"10,96","33,95",  22.546 
324,28508,159,5873,KGS,"10,53",7/10/2009,"4,60","11,23",  34.806 
318,12098,60,2717,KGS,"12,467",4/9/2010,"3,90","8,38",  23.289 
318,12098,60,4076,KGS,"11,18",5/9/2009,"4,28","9,11",  28.115 
402,23390,266,10519,KGS,"3,809",6/8/2009,"1,35","4,60",  25.860 
335,11850,1369,3506,KGS,"11,011",7/18/2009,"3,80","11,58",  25.265 
318,12996,9,3029,KGS,"17,524",1/7/2010,"7,21","23,98",  31.229 
402,23390,3,5259,KGS,"6,838",7/12/2010,"2,24","5,31",  24.181 
328,35157,41,4032,KGS,"12,974",7/23/2010,"5,30","16,16",  30.927 
402,23390,1456,3506,KGS,"13,26",9/6/2010,"5,12","16,39",  28.531 
324,33825,102,5259,KGS,"9,49",8/8/2010,"3,80","8,67",  29.942 
402,23390,266,8783,KGS,"4,03",1/3/2009,"1,30","4,59",  23.967 
402,23390,135,5259,KGS,"6,656",4/20/2009,"2,12","5,65",  23.830 
402,23390,1462,1753,KGS,"33,215",5/7/2009,"14,15","38,22",  33.424 
318,33475,411,350,KGS,"83,486",10/18/2009,"22,08","100,89",  21.493 
318,33475,411,350,KGS,"83,512",9/27/2009,"22,09","161,48",  21.499 
318,9969,975,6171,KGS,"13,416",7/12/2010,"6,36","15,49",  43.557 
326,18694,464,1051,KGS,"30,693",6/15/2009,"9,03","33,02",  22.763 
344,24044,87,525,KGS,"45,5",9/11/2010,"8,70","21,64",  19.318 
401,23527,379,8766,KGS,"20,865",9/21/2009,"11,19","29,23",  84.796 
328,24807,93,16129,KGS,"3,016",6/14/2009,"1,19","3,13",  29.518 
402,23390,1431,2261,KGS,"28,912",8/24/2009,"12,81","32,23",  36.416 
318,9558,60,6914,KGS,"8,944",5/29/2009,"3,89","8,28",  34.964 
402,23390,1443,3155,KGS,"25,727",7/4/2009,"12,11","30,49",  42.949 
413,663,509,482,KGS,"133,146",8/10/2009,"58,54","152,88",  35.958 
326,22367,41,3506,KGS,"13,611",7/22/2010,"5,28","16,09",  29.213 
413,3104,345,701,KGS,"49,543",10/22/2009,"15,50","56,67",  23.865 
377,13254,1438,2840,KGS,"20,163",4/27/2009,"8,49","23,52",  33.150 
371,23334,345,876,KGS,"47,125",3/26/2010,"16,78","55,80",  26.579 
326,5505,72,981,KGS,"27,833",6/12/2010,"6,60","22,39",  20.825 
319,35386,411,525,KGS,"60,164",5/16/2009,"17,14","62,63",  22.589 
326,10706,1362,1893,KGS,"16,601",10/22/2009,"4,70","14,31",  22.524 
326,38989,779,1907,KGS,"15,704",8/22/2010,"4,21","15,39",  21.922 
402,23390,1443,3155,KGS,"26,247",10/15/2009,"12,39","31,23",  43.706 
324,33825,9,5259,KGS,"6,929",5/3/2010,"2,25","7,46",  24.616 
402,23390,1523,12272,KGS,"5,057",4/25/2010,"2,19","5,19",  35.177 
402,23390,1523,12272,KGS,"5,057",6/21/2010,"2,19","5,19",  35.177 
402,23390,1523,12272,KGS,"5,057",6/25/2010,"2,19","5,19",  35.177 
328,34041,193,14025,KGS,"6,617",8/8/2009,"3,20","8,37",  47.874 
318,9031,379,3287,KGS,"29,133",1/18/2010,"14,20","57,64",  49.093 
326,13,90,17356,KGS,"2,795",12/18/2009,"1,09","2,79",  29.643 
318,12098,60,2717,KGS,"12,688",5/17/2010,"3,90","8,41",  23.867 
402,23390,1439,6430,KGS,"8,853",8/27/2009,"3,70","10,90",  33.149 
318,12996,9,3029,KGS,"18,85",6/27/2010,"7,88","28,81",  33.225 
318,17441,495,771,KGS,"34,307",8/12/2010,"7,55","30,67",  20.628 
371,28839,203,1402,KGS,"40,131",4/27/2009,"16,66","50,75",  32.906 
318,12996,9,3029,KGS,"17,498",1/24/2010,"7,07","23,51",  31.574 
402,23390,1445,1262,KGS,"53,391",5/16/2009,"23,68","62,16",  37.500 
430,11850,1369,3681,KGS,"11,128",4/22/2010,"3,90","10,95",  26.624 
318,12996,9,3029,KGS,"15,483",3/14/2009,"5,88","21,28",  29.087 
318,12098,292,3506,KGS,"19,539",11/1/2009,"8,70","22,74",  37.985 
413,13254,1438,3155,KGS,"23,582",7/26/2009,"10,77","32,82",  40.416 
318,10479,3,4383,KGS,"7,3658",2/6/2010,"2,10","4,50",  23.080 
318,12098,24,525,KGS,"49,283",7/17/2010,"10,34","25,73",  20.443 
326,10706,1362,1893,KGS,"16,965",11/19/2009,"4,80","14,63",  23.026 
326,10706,1362,1893,KGS,"16,965",11/20/2009,"4,80","14,64",  23.026 
319,36224,411,569,KGS,"59,995",5/11/2009,"18,06","65,98",  23.861 
319,36224,411,569,KGS,"59,995",5/11/2009,"18,06","65,98",  23.861 
326,13,1362,3155,KGS,"14,508",8/28/2010,"5,41","15,22",  28.702 
318,12996,9,3029,KGS,"15,613",3/23/2009,"5,93","21,46",  29.332 
326,10706,1362,1893,KGS,"17,121",12/18/2009,"4,86","14,81",  23.212 
402,23390,1443,3155,KGS,"26,598",6/13/2009,"12,52","31,53",  44.424 
402,23390,1451,613,KGS,"113,295",8/22/2009,"50,54","132,19",  38.469 
326,4732,223,4733,KGS,"7,41",8/7/2009,"2,27","4,88",  24.314 
402,23390,1445,1227,KGS,"54,002",8/22/2009,"23,72","62,86",  37.159 
377,4484,963,4383,KGS,"8,593",2/14/2009,"2,80","7,79",  25.391 
318,12098,1288,131,KGS,"259,324",11/12/2009,"77,06","234,76",  23.877 
344,24044,87,525,KGS,"45,5",3/22/2010,"7,90","21,02",  19.741 
402,23390,1443,3155,KGS,"26,793",6/26/2009,"12,62","31,76",  44.727 
335,12978,1365,2664,KGS,"19,734",8/31/2009,"7,88","19,19",  31.576 
326,10706,1362,1893,KGS,"16,796",8/31/2009,"4,63","14,11",  23.034 
318,12996,9,3029,KGS,"19,37",7/9/2010,"8,10","29,62",  34.126 
371,9481,779,6199,KGS,"7,033",2/20/2010,"2,53","6,18",  27.925 
377,663,1359,2840,KGS,"19,669",4/18/2009,"8,05","20,79",  32.986 
319,16485,203,175,KGS,"123,019",1/19/2009,"15,07","60,67",  18.891 
389,18914,779,5722,KGS,"7,319",3/7/2010,"2,55","6,68",  27.271 
319,16485,203,175,KGS,"126,308",3/22/2009,"16,99","55,94",  19.131 
318,9558,60,6914,KGS,"7,982",1/20/2009,"3,24","6,89",  32.754 
402,23390,1445,1227,KGS,"55,016",6/25/2009,"24,18","64,06",  37.837 
326,13,90,17549,KGS,"2,795",6/27/2009,"1,07","2,73",  30.262 
326,13,90,17549,KGS,"2,795",7/11/2009,"1,07","2,73",  30.262 
326,13,90,17549,KGS,"2,795",8/2/2009,"1,07","2,73",  30.262 
318,12996,9,3029,KGS,"19,5",8/13/2010,"8,14","29,80",  34.395 
326,5505,72,981,KGS,"29,263",7/10/2010,"6,93","19,91",  21.905 
318,33475,411,350,KGS,"82,849",8/20/2009,"19,92","91,05",  22.025 
318,12098,135,8766,KGS,"6,058",9/4/2010,"2,41","5,88",  31.953 
402,23390,1455,3155,KGS,"28,639",1/12/2009,"13,65","34,03",  47.303 
441,9119,80,3506,KGS,"13,143",9/9/2010,"4,85","14,79",  29.073 
344,27559,91,11886,KGS,"2,86",1/16/2010,"0,83","2,53",  24.108 
344,27559,91,11886,KGS,"2,86",3/8/2010,"0,83","2,53",  24.108 
389,25584,411,2629,KGS,"41,444",8/27/2010,"20,53","41,70",  54.981 
318,12098,9,2945,KGS,"17,03",1/4/2010,"6,58","18,50",  30.775 
328,14235,256,87,KGS,"361,296",10/24/2009,"95,99","269,96",  23.082 
324,34057,80,3506,KGS,"11,882",6/11/2010,"4,09","12,47",  27.308 
335,11850,1364,5610,KGS,"20,189",1/5/2009,"10,06","24,28",  56.804 
318,33475,411,350,KGS,"83,668",9/10/2009,"20,12","91,93",  22.242 
377,663,1359,2840,KGS,"20,098",4/30/2009,"8,24","21,24",  33.690 
335,11850,1369,3506,KGS,"11,258",1/15/2010,"3,71","16,97",  26.449 
402,23390,1462,1753,KGS,"35,087",8/28/2009,"14,81","40,38",  35.551 
425,14453,401,8766,KGS,"7,865",4/17/2010,"3,46","8,34",  38.625 
335,4428,1365,5329,KGS,"14,313",1/18/2009,"6,50","16,66",  41.648 
402,23390,1462,1753,KGS,"35,178",6/12/2009,"14,85","40,50",  35.638 
318,12098,60,876,KGS,"67,366",2/18/2010,"27,91","72,89",  34.564 
389,2011,125,1753,KGS,"21,996",4/24/2010,"7,08","28,77",  26.144 
402,23390,1452,8766,KGS,"5,59",8/23/2010,"2,12","6,62",  30.449 
318,29394,125,1051,KGS,"27,976",2/20/2010,"6,66","24,85",  22.401 
389,2345,379,1753,KGS,"32,734",9/27/2010,"13,37","40,71",  33.952 
326,17673,459,1577,KGS,"21,125",9/3/2010,"5,87","18,39",  24.054 
377,13254,1438,2840,KGS,"21,775",5/22/2009,"9,17","25,41",  35.810 
425,14453,401,8766,KGS,"7,865",4/30/2010,"3,44","8,31",  38.769 
425,14453,401,8766,KGS,"7,865",5/29/2010,"3,44","8,31",  38.769 
389,33978,2,12360,KGS,"8,19",6/5/2010,"3,98","8,54",  52.065 
377,663,1359,2840,KGS,"20,475",5/7/2009,"8,38","21,65",  34.340 
335,23374,963,19285,KGS,"5,902",1/4/2009,"2,93","8,15",  57.281 
335,30211,779,2861,KGS,"10,4",8/31/2009,"2,47","6,13",  22.686 
402,23390,1451,525,KGS,"133,237",11/26/2009,"58,48","169,47",  39.248 
425,14453,401,8766,KGS,"7,865",7/8/2010,"3,43","8,29",  38.841 
377,4484,963,4383,KGS,"9,087",3/13/2009,"2,96","8,25",  26.870 
344,37,1359,3471,KGS,"18,499",1/19/2009,"7,86","21,92",  36.912 
318,25640,379,3085,KGS,"32,721",8/9/2010,"15,85","48,31",  52.038 
326,5505,72,981,KGS,"29,692",8/7/2010,"6,77","21,04",  22.487 
425,14453,401,8766,KGS,"7,865",3/28/2010,"3,43","8,28",  38.913 
425,14453,401,8766,KGS,"7,865",3/28/2010,"3,43","8,28",  38.913 
425,14453,401,8766,KGS,"7,865",7/24/2010,"3,43","8,28",  38.913 
425,14453,401,8766,KGS,"7,865",7/24/2010,"3,43","8,27",  38.913 
402,23390,1512,555,KGS,"124,501",1/19/2009,"54,27","156,97",  38.978 
402,23390,1451,525,KGS,"139,061",7/1/2010,"61,74","176,89",  40.594 
371,9481,779,6676,KGS,"6,578",3/30/2009,"2,29","5,15",  28.631 
402,23390,1443,3155,KGS,26,12/7/2009,"11,95","32,69",  44.330 
335,23374,963,19285,KGS,"5,902",1/10/2009,"2,92","8,14",  57.440 
413,14453,401,8766,KGS,"7,865",2/15/2010,"3,42","8,25",  38.985 
425,14453,401,8766,KGS,"7,865",5/20/2010,"3,42","8,25",  38.985 
425,14453,401,8766,KGS,"7,865",6/17/2010,"3,42","8,25",  38.985 
425,14453,401,8766,KGS,"7,865",6/28/2010,"3,42","8,27",  38.985 
425,14453,401,8766,KGS,"7,865",7/31/2010,"3,42","8,25",  38.985 
425,14453,401,8766,KGS,"7,865",8/28/2010,"3,42","7,82",  38.985 
425,14453,401,8766,KGS,"7,865",8/28/2010,"3,42","8,25",  38.985 
425,14453,401,8766,KGS,"7,865",8/28/2010,"3,42","8,25",  38.985 
443,14453,401,8766,KGS,"7,865",9/27/2010,"3,42","8,24",  38.985 
344,27559,91,11886,KGS,"2,86",12/18/2009,"0,79","2,40",  24.597 
401,23527,379,3506,KGS,"23,985",7/23/2009,"11,08","31,17",  45.228 
319,16485,203,175,KGS,"129,584",4/26/2009,"15,61","48,05",  19.946 
326,17673,459,1972,KGS,"19,383",8/20/2010,"6,02","16,46",  26.352 
402,23390,1445,876,KGS,"58,864",8/20/2010,"22,49","58,54",  31.863 
328,35157,41,7012,KGS,"12,87",8/27/2009,"6,05","17,03",  47.801 
402,23390,266,10519,KGS,"4,03",5/18/2009,"1,36","4,60",  28.098 
324,32837,464,964,KGS,"39,559",4/1/2010,"12,23","44,73",  26.346 
318,9558,60,6914,KGS,"8,931",3/1/2010,"3,71","7,98",  36.070 
318,33475,411,350,KGS,"89,349",11/9/2009,"22,10","101,00",  23.536 
413,14453,401,8766,KGS,"7,865",1/11/2010,"3,41","8,22",  39.058 
413,14453,401,8766,KGS,"7,865",1/31/2010,"3,41","8,24",  39.058 
425,14453,401,8766,KGS,"7,865",3/4/2010,"3,41","8,24",  39.058 
443,14453,401,8766,KGS,"7,865",9/25/2010,"3,41","8,24",  39.058 
324,34057,80,3506,KGS,"12,506",7/10/2010,"4,31","13,11",  28.745 
430,11850,1369,2980,KGS,"12,974",8/16/2010,"4,04","18,48",  26.613 
318,6929,9,2272,KGS,"20,449",5/6/2010,"7,32","26,78",  29.826 
389,1327,135,5964,KGS,"7,488",8/28/2010,"2,61","6,36",  29.089 
402,23390,60,3532,KGS,"11,882",5/6/2010,"3,95","9,38",  28.005 
402,23390,1391,17532,KGS,"5,304",9/6/2009,"2,50","6,33",  49.098 
326,23650,102,7012,KGS,"7,553",10/15/2009,"2,90","7,06",  32.635 
326,23650,102,7012,KGS,"7,553",10/15/2009,"2,90","7,06",  32.635 
324,34057,80,3506,KGS,"12,675",8/5/2010,"4,36","13,30",  29.136 
344,27559,91,11886,KGS,"2,951",6/27/2009,"0,82","2,52",  25.287 
402,23390,1443,3506,KGS,"26,39",7/26/2009,"12,43","31,29",  48.954 
318,12098,1288,131,KGS,"259,519",5/28/2010,"69,75","212,48",  24.859 
402,23390,1441,12149,KGS,"4,082",9/5/2010,"1,51",#Value!,  31.283 
402,23390,135,7012,KGS,"6,656",8/8/2009,"2,36","5,96",  30.099 
318,33475,411,350,KGS,"91,234",11/27/2009,"22,56","103,13",  24.034 
401,25155,1335,306,KGS,"314,86",6/13/2010,"149,59","390,62",  50.571 
318,12996,9,3029,KGS,"17,433",9/10/2009,"6,65","22,14",  32.649 
324,36693,125,3155,KGS,"21,905",3/7/2009,"9,42","20,06",  39.386 
430,4802,1435,3471,KGS,"13,923",7/4/2010,"5,03","18,40",  30.861 
402,23390,1445,876,KGS,"56,45172",7/24/2010,"20,68","54,37",  31.337 
377,4484,963,4383,KGS,"9,23",1/9/2009,"2,92","8,14",  27.641 
402,23390,1443,3506,KGS,"24,557",2/19/2010,"11,29","30,87",  46.512 
324,13391,1438,3155,KGS,"22,724",6/28/2009,"9,86","30,03",  40.593 
389,28415,256,350,KGS,"158,444",7/31/2010,"61,54","149,98",  33.916 
328,24807,93,16129,KGS,"3,016",7/10/2009,"1,09","2,89",  31.112 
319,16485,203,175,KGS,"132,301",7/19/2009,"14,40","35,81",  20.632 
319,16485,203,175,KGS,"132,301",7/19/2009,"14,40","35,81",  20.632 
319,16485,203,175,KGS,"132,301",7/19/2009,"14,40","35,81",  20.632 
319,16485,203,175,KGS,"132,301",7/19/2009,"14,40","35,81",  20.632 
402,23390,3,5259,KGS,"7,189",9/9/2010,"2,12","5,01",  26.676 
402,23390,1431,2261,KGS,"31,85",10/11/2010,"13,82","39,33",  40.768 
377,4484,963,4383,KGS,"9,646",5/4/2009,"3,14","8,75",  28.526 
318,10479,3,5259,KGS,"6,60816",1/17/2009,"1,76","3,73",  25.484 
385,13254,1438,2840,KGS,"23,205",5/31/2009,"9,69","26,87",  38.374 
326,18694,464,1051,KGS,"38,285",1/2/2010,"11,82","43,21",  27.817 
389,12985,495,1157,KGS,"28,613",4/10/2010,"7,10","28,86",  24.892 
402,23390,1456,4207,KGS,"13,26",4/9/2010,"5,12","16,39",  34.235 
402,23390,1456,4207,KGS,"13,26",4/10/2010,"5,12","16,39",  34.235 
430,4802,1435,3786,KGS,"13,039",6/7/2010,"4,69","14,27",  31.625 
344,8493,94,60,KGS,"771,329",6/27/2010,"265,25","969,64",  30.365 
402,23390,1512,476,KGS,"126,464",7/31/2009,"50,55","159,32",  36.136 
318,4428,1365,5995,KGS,"14,118",1/31/2009,"6,41","16,42",  46.227 
402,23390,60,3532,KGS,"11,986",7/19/2009,"3,83","9,08",  28.809 
425,21049,224,1051,KGS,"30,342",8/9/2010,"7,02","15,40",  24.515 
402,23390,266,10519,KGS,"3,731",2/1/2010,"1,11","3,56",  27.552 
402,23390,1443,2980,KGS,"26,78",11/27/2009,"11,92","32,62",  44.269 
402,23390,1443,2980,KGS,"26,78",11/27/2009,"11,92","32,62",  44.269 
413,32904,104,12272,KGS,"11,284",11/22/2009,"5,71","13,04",  68.440 
324,31282,31,10519,KGS,"8,008",9/26/2010,"3,62","8,28",  46.120 
389,28415,256,350,KGS,"163,878",8/29/2010,"63,65","155,13",  35.080 
344,37,1359,3786,KGS,"24,245",5/10/2010,"11,22","27,36",  49.326 
402,23390,3,7012,KGS,"6,916",8/23/2010,"2,42","5,72",  31.518 
319,16485,203,175,KGS,"132,301",8/30/2009,"11,74","33,68",  21.098 
401,23527,1335,525,KGS,"270,543",4/5/2010,"137,10","334,12",  70.057 
324,31282,31,10519,KGS,"8,138",9/18/2010,"3,68","8,41",  46.881 
371,34178,345,876,KGS,"49,049",10/17/2009,"15,55","56,83",  29.347 
385,4484,963,4383,KGS,"10,205",5/25/2009,"3,33","9,25",  30.146 
402,23390,1456,4383,KGS,"13,26",10/14/2010,"5,12","16,39",  35.667 
326,13,1374,1577,KGS,"21,879",8/30/2010,"5,41","22,39",  25.971 
319,16485,203,175,KGS,"132,301",11/16/2009,"10,48","30,04",  21.319 
319,16485,203,175,KGS,"132,301",10/31/2009,"10,35","29,67",  21.341 
319,16485,203,175,KGS,"132,301",11/8/2009,"10,35","29,67",  21.341 
389,27608,379,1753,KGS,"31,343",2/18/2010,"11,68","42,70",  34.473 
431,16485,203,175,KGS,"132,301",4/25/2010,"10,10","27,68",  21.386 
426,16485,203,175,KGS,"132,301",3/21/2010,"10,06","27,60",  21.392 
318,10479,1,613,KGS,"38,53187",1/16/2010,"3,31","7,01",  21.591 
431,16485,203,175,KGS,"132,301",5/2/2010,"9,98","27,38",  21.406 
426,16485,203,175,KGS,"132,301",3/7/2010,"9,96","25,50",  21.410 
420,7407,459,5917,KGS,"12,038",1/16/2010,"5,07","9,25",  41.212 
420,7407,459,5917,KGS,"12,038",1/16/2010,"5,07","9,91",  41.212 
344,27559,91,17830,KGS,"2,665",2/14/2009,"0,90","2,72",  31.512 
335,13254,1438,2840,KGS,"23,842",6/19/2009,"9,82","27,61",  39.833 
318,10479,3,5259,KGS,"7,31211",4/12/2010,"2,03","4,35",  27.800 
371,23334,345,701,KGS,"50,154",10/1/2009,"12,43","50,48",  26.447 
319,36224,411,525,KGS,"70,109",5/18/2009,"18,42","67,30",  27.135 
319,16485,203,175,KGS,"141,96",6/14/2009,"15,05","37,39",  22.210 
