VENDEDOR,CLIENTE,PRODUTO,QUANTIDADE,UNIDADE_MEDIDA_NF,PREÇO_NF,DATA_NF,CRP_AJUSTADO,VLR_PRECO_LISTA,VLR_CONTRIBUICAO
344,13333,3,525,KGS,"4,784",6/20/2009,"2,18","4,92",  1.366 
328,37806,12,420,KGS,"6,747",7/16/2010,"3,18","7,19",  1.499 
411,3312,513,12272,KGS,"3,224",3/26/2010,"1,87","4,30",  16.624 
389,1192,2,2988,KGS,"5,005",11/21/2009,"2,83","6,22",  6.490 
324,6092,3,525,KGS,"4,576",5/3/2009,"2,06","4,60",  1.322 
389,1948,135,438,KGS,"5,434",10/18/2009,"2,44","5,69",  1.312 
371,23633,399,87,KGS,"14,014",1/27/2009,"4,42","15,43",  834 
443,27902,135,132,KGS,"9,308",9/16/2010,"2,96","7,58",  838 
443,27902,135,132,KGS,"9,308",10/4/2010,"2,96","7,58",  838 
326,6554,235,35,KGS,"30,459",1/12/2009,"8,42","17,79",  771 
324,22555,80,131,KGS,"12,688",8/6/2010,"4,92","14,54",  1.017 
324,38393,60,345,KGS,"7,254",7/5/2010,"3,30","7,46",  1.363 
326,32387,12,350,KGS,"6,461",3/21/2010,"2,85","6,75",  1.264 
400,37073,464,87,KGS,"26,195",8/27/2009,"11,58","35,95",  1.272 
377,33672,102,876,KGS,"4,329",2/28/2009,"2,17","5,49",  1.895 
324,28884,94,1,KGS,"975,715",1/24/2009,"240,54","1089,09",  735 
328,10739,681,585,LT,"7,969",5/2/2009,"4,12","9,21",  2.253 
324,12748,9,87,KGS,"11,388",11/14/2009,"2,87","8,25",  741 
319,33874,203,17,KGS,"57,811",7/2/2009,"14,38","33,49",  738 
328,39138,224,175,KGS,"14,82",10/9/2010,"6,81","17,43",  1.402 
319,33874,203,17,KGS,"59,956",1/9/2009,"15,63","62,92",  754 
335,36964,509,43,KGS,"95,368",3/28/2009,"48,33","110,38",  2.023 
324,20798,2,996,KGS,"5,33",11/22/2009,"2,80","6,76",  2.520 
326,32227,121,210,KGS,"7,8",11/19/2009,"3,00","6,78",  1.008 
328,7011,90,385,KGS,"3,393",3/19/2010,"1,13","3,02",  872 
344,28355,60,691,KGS,"6,058",10/29/2009,"3,08","6,98",  2.058 
328,6932,1128,414,LT,"8,372",4/1/2010,"4,12","9,61",  1.761 
389,17288,15,350,KGS,"9,841",5/31/2009,"4,83","10,81",  1.752 
443,27902,90,96,KGS,"8,411",9/12/2010,"1,47","3,89",  667 
324,19274,194,482,KGS,"7,956",9/3/2010,"3,99","7,65",  1.914 
318,26944,9,368,KGS,"11,206",1/13/2009,"5,68","13,97",  2.033 
389,27608,969,219,KGS,"12,272",6/13/2009,"5,69","14,56",  1.441 
401,24580,1365,333,KGS,"11,804",2/1/2009,"5,94","16,10",  1.953 
344,13834,681,350,LT,"7,059",3/5/2009,"3,20","7,49",  1.352 
401,23527,60,4347,KGS,"6,851",3/28/2010,"3,95","8,51",  12.598 
425,4498,1359,315,KGS,"21,086",4/25/2010,"11,34","25,63",  3.070 
425,27782,223,350,KGS,"6,123",5/10/2010,"2,64","6,28",  1.218 
328,37769,193,876,KGS,"5,733",9/24/2009,"2,99","7,97",  2.403 
344,8493,31,175,KGS,"9,867",2/23/2009,"3,89","10,58",  1.046 
344,5690,235,131,KGS,"20,007",9/19/2009,"9,21","22,09",  1.415 
318,7581,1136,806,KGS,"11,544",8/9/2010,"6,37","13,99",  4.167 
328,33925,90,964,KGS,"3,042",2/18/2010,"1,44","3,63",  1.543 
318,11732,411,87,KGS,"42,107",6/6/2009,"20,91","45,86",  1.844 
344,5690,235,131,KGS,"19,968",9/24/2009,"9,18","22,05",  1.413 
326,11586,235,140,KGS,"19,422",6/8/2009,"9,03","19,26",  1.455 
344,38133,132,262,KGS,"6,422",3/1/2010,"2,50","6,72",  1.029 
319,7089,224,525,KGS,"12,61",2/22/2010,"6,78","14,89",  3.062 
326,29320,2,525,KGS,"8,242",1/21/2010,"4,21","9,22",  2.118 
371,23715,1486,1753,KGS,"4,68",3/7/2010,"2,56","5,46",  3.714 
318,11732,411,87,KGS,"42,159",6/21/2009,"20,93","43,37",  1.847 
326,29320,2,525,KGS,"8,229",1/18/2010,"4,20","9,21",  2.115 
326,22942,4,87,KGS,"14,3",6/6/2010,"4,55","10,91",  849 
326,22942,4,87,KGS,"14,3",8/12/2010,"4,55","10,91",  849 
430,35721,1529,368,KGS,"10,192",10/3/2010,"5,08","11,15",  1.881 
402,23390,266,315,KGS,"4,03",3/28/2009,"1,30","4,83",  860 
371,26030,224,87,KGS,"17,966",8/15/2010,"6,70","15,13",  981 
344,13333,104,350,KGS,"10,933",3/13/2009,"5,47","12,98",  1.913 
324,15757,3,1753,KGS,"3,757",10/5/2009,"2,02","4,56",  3.049 
318,3493,91,1060,KGS,"2,249",5/29/2009,"1,00","2,83",  1.319 
318,3493,91,1060,KGS,"2,249",5/30/2009,"1,00","2,83",  1.319 
344,33018,779,953,KGS,"4,186",2/9/2009,"2,11","5,06",  1.980 
108,12321,203,35,KGS,"33,852",1/30/2010,"10,27","26,30",  825 
318,9969,54,324,KGS,"15,925",3/27/2010,"8,33","18,80",  2.462 
377,27246,6,525,KGS,"7,813",2/14/2009,"3,95","9,11",  2.027 
326,6554,235,35,KGS,"30,914",4/11/2009,"8,54","18,06",  783 
324,11667,60,543,KGS,"7,917",8/1/2009,"4,04","9,12",  2.108 
397,26712,144,333,KGS,"9,984",1/4/2009,"4,86","10,87",  1.707 
397,26712,144,333,KGS,"9,984",1/5/2009,"4,86","10,87",  1.707 
318,26292,184,701,KGS,"11,739",11/14/2009,"6,42","13,30",  3.726 
371,17657,93,3567,KGS,"2,639",6/14/2010,"1,46","3,60",  4.214 
371,17657,93,3567,KGS,"2,639",8/1/2010,"1,46","3,60",  4.214 
371,17657,93,3567,KGS,"2,639",9/18/2010,"1,46","3,60",  4.214 
326,37358,87,175,KGS,"14,846",6/21/2009,"6,80","16,33",  1.408 
335,26526,144,333,KGS,"9,971",1/23/2009,"4,85","10,85",  1.705 
324,12748,4,87,KGS,"11,895",1/11/2009,"3,11","9,82",  764 
431,36987,11,43,KGS,"33,358",8/20/2010,"11,76","32,25",  929 
413,33974,87,262,KGS,"15,327",1/15/2010,"7,72","21,19",  1.992 
401,23527,1173,175,KGS,"99,19",10/7/2010,"56,41","121,31",  7.486 
344,6236,149,2629,KGS,"5,889",9/4/2010,"3,34","6,26",  6.714 
324,37514,102,262,KGS,"7,644",7/17/2010,"3,20","8,08",  1.163 
326,24445,159,262,KGS,"10,01",7/17/2009,"4,60","11,75",  1.419 
328,27408,104,1402,KGS,"11,219",2/4/2010,"6,36","14,83",  6.816 
324,20121,87,525,KGS,"12,48",2/15/2009,"6,70","15,42",  3.037 
445,31971,60,271,KGS,"8,736",9/11/2010,"3,89","9,24",  1.314 
402,23390,1450,43,KGS,"72,41",3/23/2009,"34,70","89,95",  1.621 
319,27935,90,2024,KGS,"2,847",1/30/2009,"1,51","3,66",  2.712 
319,27935,90,2024,KGS,"2,847",2/23/2009,"1,51","3,66",  2.712 
402,23390,1493,1051,KGS,"2,327",8/12/2010,"1,05","2,96",  1.346 
431,8802,14,1963,KGS,"3,094",6/14/2010,"1,65","3,85",  2.840 
328,27494,60,543,KGS,"8,385",5/29/2010,"4,31","9,45",  2.214 
437,30874,1055,131,KGS,"52,052",10/8/2010,"28,02","61,48",  3.148 
344,5690,254,376,KGS,"10,049",2/21/2010,"5,01","11,65",  1.896 
326,25752,3,438,KGS,"5,772",8/28/2010,"2,62","5,91",  1.381 
385,18351,102,350,KGS,"6,552",6/5/2009,"2,88","7,74",  1.284 
328,26083,261,87,KGS,"26,806",8/20/2010,"11,86","28,47",  1.300 
413,33974,87,262,KGS,"15,34",1/14/2010,"7,72","21,19",  1.995 
328,17228,261,175,KGS,"23,27",8/27/2010,"11,74","28,20",  2.017 
328,27494,60,543,KGS,"9,074",4/17/2009,"4,71","10,32",  2.369 
328,39138,224,175,KGS,"14,69",10/15/2010,"6,70","17,13",  1.399 
389,22534,184,438,KGS,"12,844",10/31/2009,"6,78","14,87",  2.657 
324,28770,121,210,KGS,"8,736",2/8/2009,"3,52","7,88",  1.096 
318,8602,4,175,KGS,"11,57",3/8/2010,"4,86","11,65",  1.174 
318,8602,4,175,KGS,"11,57",3/28/2010,"4,86","11,65",  1.174 
324,38574,60,345,KGS,"7,475",4/26/2010,"3,41","7,69",  1.403 
318,20293,24,43,KGS,"28,795",2/14/2009,"9,01","23,77",  851 
324,34496,104,350,KGS,"11,778",6/1/2009,"5,95","14,17",  2.038 
328,19924,2,1840,KGS,"7,917",2/22/2010,"4,47","9,64",  6.339 
413,35328,73,525,KGS,"8,216",2/26/2010,"4,18","9,18",  2.117 
318,35229,254,376,KGS,"10,53",6/13/2010,"5,29","12,33",  1.971 
371,37328,12,210,KGS,"7,423",8/30/2009,"2,74","6,49",  983 
425,6969,234,1514,KGS,"11,765",4/26/2010,"6,70","14,69",  7.676 
328,29515,1360,298,KGS,"13,286",12/3/2009,"6,67","16,02",  1.971 
344,17578,51,350,KGS,"7,033",2/26/2010,"3,16","7,98",  1.355 
411,36523,6,350,KGS,"8,489",2/14/2010,"4,02","10,28",  1.565 
324,11667,80,87,KGS,"15,418",8/23/2010,"5,15","16,49",  894 
335,25100,104,350,KGS,"11,752",5/31/2009,"5,94","14,10",  2.035 
344,25181,3,350,KGS,"4,836",3/8/2009,"1,87","4,38",  1.038 
402,23390,1450,43,KGS,"72,891",4/17/2009,"34,93","90,56",  1.632 
326,24445,159,350,KGS,"10,465",3/20/2010,"5,18","13,26",  1.850 
328,37769,193,876,KGS,"5,759",10/31/2009,"3,00","7,99",  2.419 
389,28415,135,438,KGS,"5,33",4/11/2009,"2,36","5,81",  1.303 
324,33665,159,262,KGS,"11,037",6/3/2010,"5,19","13,30",  1.532 
344,6236,149,2629,KGS,"5,681",9/13/2010,"3,21","5,98",  6.492 
371,22297,12,420,KGS,"6,201",5/15/2010,"2,83","6,41",  1.415 
324,17664,60,345,KGS,"7,553",5/10/2009,"3,45","7,72",  1.415 
401,36523,6,350,KGS,"8,775",3/13/2009,"4,18","9,94",  1.607 
389,17288,15,350,KGS,"10,049",5/23/2009,"4,93","11,03",  1.791 
411,34336,24,262,KGS,"18,07",3/26/2010,"9,32","23,87",  2.292 
326,21091,6,175,KGS,"10,439",3/1/2009,"4,18","9,90",  1.095 
371,12801,12,350,KGS,"6,214",5/7/2009,"2,68","6,26",  1.238 
318,31078,254,376,KGS,"10,439",6/7/2010,"5,23","12,20",  1.959 
344,16755,104,350,KGS,"11,83",5/13/2010,"5,98","14,36",  2.048 
411,36523,6,350,KGS,"8,554",3/5/2010,"4,05","10,37",  1.576 
344,25181,80,701,KGS,"9,568",3/8/2009,"5,14","11,14",  3.105 
319,22504,203,35,KGS,"46,683",3/8/2009,"17,66","53,31",  1.016 
318,31078,254,376,KGS,"9,854",9/13/2009,"4,88","13,00",  1.869 
344,14070,12,981,KGS,"5,551",10/30/2009,"2,92","6,58",  2.586 
324,32157,224,525,KGS,"11,934",3/18/2010,"6,37","13,96",  2.923 
324,26942,95,175,KGS,"7,046",2/13/2009,"2,18","7,92",  851 
431,34644,135,397,KGS,"6,175",5/27/2010,"2,77","6,89",  1.353 
318,20293,90,771,KGS,"3,068",8/23/2010,"1,36","3,45",  1.318 
318,20293,90,771,KGS,"3,068",8/28/2010,"1,36","3,45",  1.318 
318,20293,90,771,KGS,"3,068",9/25/2010,"1,36","3,45",  1.318 
371,28443,11,87,KGS,"34,905",9/18/2010,"16,58","41,23",  1.594 
371,27710,203,105,KGS,"28,925",7/24/2009,"13,74","34,13",  1.595 
326,28672,411,35,KGS,"51,74",4/29/2010,"20,60","57,90",  1.090 
326,7428,3,1753,KGS,"3,848",6/3/2010,"2,07","4,43",  3.122 
389,29085,135,876,KGS,"4,589",9/19/2009,"2,31","5,38",  2.000 
328,37027,41,87,KGS,"15,743",6/7/2010,"5,30","14,51",  909 
401,31985,90,385,KGS,"4,03",1/10/2009,"1,47","3,72",  984 
328,23831,144,333,KGS,"10,4",2/1/2010,"5,08","11,48",  1.771 
426,22459,779,476,KGS,"4,901",3/8/2010,"2,16","5,92",  1.306 
324,35976,16,394,KGS,"5,2",8/23/2009,"2,18","5,59",  1.189 
326,18694,90,2796,KGS,"2,002",6/18/2009,"1,05","2,75",  2.650 
319,37447,192,350,KGS,"13,676",7/13/2009,"7,06","15,04",  2.316 
371,23483,779,476,KGS,"5,252",5/3/2009,"2,36","5,62",  1.375 
344,21694,234,1514,KGS,"12,064",5/23/2010,"6,87","16,02",  7.866 
319,33874,203,17,KGS,"60,333",4/13/2009,"15,16","40,01",  768 
371,27083,14,490,KGS,"4,069",7/23/2009,"1,69","4,08",  1.167 
328,37027,41,87,KGS,"15,769",6/5/2010,"5,30","14,54",  910 
371,23334,203,105,KGS,"25,337",9/6/2010,"11,61","27,87",  1.441 
371,38665,203,105,KGS,"22,594",5/21/2010,"10,00","26,64",  1.323 
401,25155,15,131,KGS,"13,013",9/19/2010,"5,02","12,84",  1.048 
335,35396,93,771,KGS,"3,185",1/16/2010,"1,42","3,69",  1.357 
389,23422,3,1051,KGS,"3,822",10/23/2009,"1,92","4,32",  2.000 
328,31129,193,87,KGS,"12,129",5/9/2009,"3,15","8,59",  781 
430,35721,1529,368,KGS,"10,504",8/12/2010,"5,24","11,50",  1.938 
328,37614,93,964,KGS,"2,795",9/13/2010,"1,28","3,33",  1.456 
324,35212,91,385,KGS,"3,588",1/2/2009,"1,21","3,47",  915 
389,24063,495,385,KGS,"12,87",7/4/2009,"6,67","16,59",  2.387 
319,37644,93,1060,KGS,"2,6",10/9/2009,"1,20","3,10",  1.482 
430,31436,135,438,KGS,"5,98",10/17/2010,"2,73","6,78",  1.425 
427,32816,193,525,KGS,"6,513",4/1/2010,"3,17","7,16",  1.755 
389,1192,2,2656,KGS,"4,758",9/27/2009,"2,67","5,85",  5.550 
326,20852,87,87,KGS,"18,668",5/3/2009,"6,99","18,96",  1.016 
385,26886,399,262,KGS,"11,661",3/22/2010,"5,53","14,17",  1.605 
425,35328,73,350,KGS,"8,827",7/26/2010,"4,20","10,74",  1.619 
389,32036,873,525,KGS,"10,855",5/17/2009,"5,72","12,41",  2.694 
326,7428,3,1753,KGS,"3,627",5/15/2010,"1,94","4,16",  2.966 
344,6236,60,271,KGS,"8,97",10/19/2009,"3,99","9,48",  1.348 
389,2345,873,350,KGS,"12,09",7/4/2010,"6,12","13,07",  2.090 
328,31415,35,438,KGS,"9,581",1/11/2010,"4,84","11,30",  2.076 
328,14235,24,43,KGS,"30,225",2/15/2009,"9,69","25,54",  883 
319,26174,69,876,KGS,"6,331",29/02/2009,"3,33","7,69",  2.631 
371,22297,12,420,KGS,"6,266",4/25/2010,"2,86","6,46",  1.432 
430,27313,194,131,KGS,"12,584",7/23/2010,"4,74","11,38",  1.027 
401,36888,263,87,KGS,"17,784",3/22/2009,"6,46","18,92",  985 
344,35507,2,332,KGS,"7,722",12/5/2009,"3,49","7,88",  1.404 
413,31099,60,87,KGS,"48,438",9/19/2009,"24,48","55,93",  2.084 
324,22555,104,701,KGS,"9,932",3/12/2009,"5,34","12,33",  3.216 
344,31113,261,175,KGS,"16,731",1/12/2009,"7,85","18,66",  1.554 
328,35157,41,525,KGS,"11,518",4/13/2009,"6,11","16,06",  2.839 
443,30960,254,376,KGS,"9,334",9/30/2010,"4,56","10,01",  1.794 
401,31971,60,543,KGS,"7,995",6/25/2009,"4,06","8,91",  2.137 
432,23854,60,691,KGS,"5,941",5/22/2010,"2,99","6,55",  2.040 
328,32468,60,271,KGS,"8,645",2/24/2009,"3,80","8,47",  1.314 
371,27710,76,175,KGS,"23,959",6/19/2009,"12,10","24,47",  2.076 
328,18901,9,350,KGS,"6,149",1/16/2009,"2,62","7,49",  1.236 
324,15757,3,1753,KGS,"3,783",11/8/2009,"2,03","4,58",  3.080 
318,17374,969,525,KGS,"10,933",6/1/2009,"5,76","15,17",  2.713 
443,21181,102,306,KGS,"7,488",9/6/2010,"3,26","8,24",  1.293 
326,32387,12,350,KGS,"6,474",4/9/2010,"2,81","6,65",  1.283 
326,4732,223,701,KGS,"5,161",1/10/2009,"2,54","5,69",  1.840 
326,6554,12,561,KGS,"5,863",1/12/2009,"2,82","6,32",  1.704 
326,25752,159,131,KGS,"11,895",2/28/2009,"4,32","10,98",  992 
326,22928,87,175,KGS,"16,367",8/13/2010,"7,63","19,52",  1.530 
389,2345,873,350,KGS,"12,259",8/7/2010,"6,21","13,26",  2.117 
318,28385,779,953,KGS,"4,238",4/12/2009,"2,12","5,02",  2.014 
319,27440,93,964,KGS,"3,055",1/23/2009,"1,43","3,66",  1.564 
328,20552,102,175,KGS,"8,086",5/7/2010,"2,75","7,94",  934 
344,25181,3,350,KGS,"4,953",3/15/2009,"1,91","4,49",  1.065 
399,443,1172,43,KGS,"77,298",10/19/2009,"37,31","85,23",  1.720 
344,38133,12,420,KGS,"6,461",7/5/2010,"2,96","6,69",  1.468 
371,1895,93,1446,KGS,"2,457",9/26/2009,"1,20","3,10",  1.814 
324,36321,2,262,KGS,"8,749",10/24/2009,"3,80","9,02",  1.295 
318,24552,1128,394,LT,"7,033",8/20/2009,"3,24","8,32",  1.493 
328,8732,2,525,KGS,"8,658",4/3/2010,"4,42","9,71",  2.224 
326,13288,12,561,KGS,"5,954",10/29/2009,"2,87","6,49",  1.728 
401,10082,203,350,KGS,"17,966",4/19/2010,"9,56","26,23",  2.942 
319,37393,1364,43,KGS,"29,9",12/11/2009,"9,39","35,01",  882 
326,14926,1359,350,KGS,"8,307",5/8/2010,"3,88","9,22",  1.550 
326,21439,90,964,KGS,"2,47",11/13/2009,"1,09","2,90",  1.333 
371,28443,15,175,KGS,"12,714",5/31/2010,"5,46","13,99",  1.269 
319,22504,203,35,KGS,"48,087",4/2/2009,"18,19","51,69",  1.046 
413,29146,102,262,KGS,"8,229",10/30/2009,"3,49","8,29",  1.241 
319,33874,203,17,KGS,"52,91",11/6/2009,"10,34","29,64",  724 
377,30960,254,376,KGS,"9,23",4/19/2009,"4,49","10,38",  1.783 
328,1329,104,350,KGS,"8,775",2/23/2009,"4,15","9,94",  1.619 
377,29176,2,262,KGS,"7,267",3/19/2009,"2,92","6,86",  1.138 
416,2777,95,175,KGS,"7,345",4/24/2010,"2,30","7,72",  883 
389,2011,24,175,KGS,"19,89",4/4/2009,"9,68","21,55",  1.787 
326,6192,123,1332,KGS,"7,046",10/24/2009,"3,88","8,29",  4.219 
326,6192,123,1332,KGS,"7,046",10/24/2009,"3,88","8,29",  4.219 
402,23390,1465,26,KGS,"72,059",6/4/2009,"28,77","72,43",  1.126 
371,28443,11,87,KGS,"35,971",9/6/2010,"17,09","42,49",  1.643 
371,33774,14,122,KGS,"7,54",1/28/2010,"1,53","3,88",  733 
371,33774,14,122,KGS,"7,54",2/26/2010,"1,53","3,88",  733 
371,33774,14,122,KGS,"7,54",8/12/2010,"1,53","3,86",  733 
371,33774,14,122,KGS,"7,54",10/10/2010,"1,53","4,10",  733 
443,16070,263,43,KGS,"30,316",10/18/2010,"9,59","21,68",  891 
344,18989,509,17,KGS,"140,634",7/24/2009,"61,88","161,56",  1.339 
389,23422,3,876,KGS,"3,978",5/7/2010,"1,94","4,38",  1.789 
401,37103,1128,394,LT,"7,228",6/20/2009,"3,35","8,05",  1.527 
401,31985,90,385,KGS,"4,03",2/15/2009,"1,45","3,66",  994 
416,2777,95,175,KGS,"7,254",1/30/2010,"2,24","8,21",  877 
426,22459,779,476,KGS,"5,005",4/8/2010,"2,20","6,03",  1.336 
402,23390,1440,525,KGS,"3,445",2/24/2009,"1,35","3,73",  1.100 
328,34674,90,385,KGS,"3,835",7/3/2009,"1,33","3,36",  963 
328,34674,90,385,KGS,"3,835",8/1/2009,"1,33","3,36",  963 
324,35099,4,219,KGS,"10,777",5/14/2009,"4,72","9,44",  1.327 
318,4591,29,262,KGS,"12,649",6/12/2009,"6,09","12,31",  1.720 
328,36280,224,525,KGS,"12,896",9/24/2009,"6,91","17,17",  3.143 
324,20798,2,664,KGS,"5,824",4/12/2010,"2,89","6,98",  1.948 
344,5690,235,175,KGS,"18,967",7/16/2009,"9,12","18,45",  1.722 
377,25821,144,666,KGS,"8,58",2/17/2009,"4,51","9,81",  2.709 
371,1795,35,1753,KGS,"6,617",3/7/2009,"3,69","7,56",  5.132 
385,30227,24,350,KGS,"17,576",4/3/2010,"9,32","23,87",  2.889 
425,4498,1359,315,KGS,"21,086",4/26/2010,"11,27","25,47",  3.091 
389,28415,135,438,KGS,"5,707",8/22/2010,"2,54","6,31",  1.385 
389,28415,135,438,KGS,"5,707",9/25/2010,"2,54","6,33",  1.385 
389,25243,9,736,KGS,"14,794",10/10/2010,"8,22","19,15",  4.839 
344,28582,223,175,KGS,"7,462",2/2/2009,"2,36","5,58",  894 
340,36920,91,578,KGS,"2,951",3/8/2009,"1,12","3,22",  1.058 
413,16070,263,43,KGS,"27,586",12/13/2009,"7,95","21,81",  844 
324,6092,3,525,KGS,"4,849",10/30/2009,"2,17","4,90",  1.404 
344,33018,779,476,KGS,"5,668",10/25/2009,"2,59","6,61",  1.467 
390,13488,1124,175,KGS,"20,722",7/20/2009,"10,15","24,38",  1.849 
385,34407,509,43,KGS,"107,952",3/7/2010,"55,22","118,75",  2.268 
344,39198,93,184,KGS,"5,811",10/21/2010,"1,48","4,33",  796 
340,36920,91,482,KGS,"2,951",4/17/2009,"1,00","2,83",  942 
47,27215,2,262,KGS,"7,384",2/10/2009,"2,98","7,01",  1.154 
401,25155,37,2016,KGS,"7,735",3/20/2009,"4,37","8,78",  6.778 
389,2345,1349,262,KGS,"18,824",3/27/2009,"9,71","24,24",  2.388 
324,33547,73,1227,KGS,"6,487",5/2/2009,"3,52","7,06",  3.635 
389,18877,411,525,KGS,"30,095",2/1/2009,"17,02","36,28",  6.863 
430,25652,135,438,KGS,"5,993",8/15/2010,"2,71","6,72",  1.438 
326,37045,102,175,KGS,"8,918",6/25/2010,"3,20","8,61",  1.000 
371,34178,135,397,KGS,"6,123",7/29/2010,"2,70","6,72",  1.358 
389,24063,495,385,KGS,"13,143",6/21/2009,"6,80","15,86",  2.441 
389,1948,135,438,KGS,"5,434",5/23/2009,"2,38","6,25",  1.338 
389,24063,495,385,KGS,"13,312",6/13/2009,"6,90","16,07",  2.468 
335,35396,93,771,KGS,"3,029",7/23/2009,"1,32","3,40",  1.319 
324,34496,104,350,KGS,"11,791",9/11/2009,"5,91","14,19",  2.057 
324,12748,4,87,KGS,"13,338",10/8/2009,"3,73","10,24",  836 
431,22459,779,476,KGS,"5,031",4/26/2010,"2,21","7,06",  1.344 
344,5690,235,175,KGS,"19,201",6/14/2009,"9,25","18,69",  1.742 
344,35804,90,771,KGS,"3,38",1/3/2009,"1,52","3,80",  1.431 
371,1895,93,1928,KGS,"2,626",7/10/2010,"1,36","3,42",  2.443 
324,34496,104,350,KGS,"11,765",8/21/2009,"5,90","14,16",  2.054 
328,37957,104,350,KGS,"11,206",11/13/2009,"5,57","13,36",  1.974 
371,37551,479,788,KGS,"24,154",9/2/2010,"13,75","32,05",  8.196 
431,15697,513,613,KGS,"4,355",5/7/2010,"1,98","4,63",  1.458 
431,15697,513,613,KGS,"4,355",8/13/2010,"1,98","4,63",  1.458 
431,15697,513,613,KGS,"4,355",8/15/2010,"1,98","4,63",  1.458 
431,15697,513,613,KGS,"4,355",9/17/2010,"1,98","4,63",  1.458 
377,29146,6,525,KGS,"8,19",29/02/2009,"4,13","9,54",  2.129 
377,32535,133,306,KGS,"7,02",5/8/2009,"2,96","6,94",  1.243 
377,26413,102,262,KGS,"7,748",5/7/2009,"3,19","8,64",  1.195 
324,37514,102,262,KGS,"7,54",10/10/2010,"3,06","7,74",  1.173 
335,30742,15,131,KGS,"11,258",1/13/2009,"3,88","12,43",  967 
326,24527,54,175,KGS,"9,009",4/17/2010,"3,24","8,91",  1.009 
318,19680,15,876,KGS,"9,672",6/1/2009,"5,28","11,40",  3.848 
324,6092,3,525,KGS,"4,875",4/8/2010,"2,18","4,93",  1.414 
377,29146,6,525,KGS,"8,333",2/3/2009,"4,22","9,71",  2.161 
389,23422,3,1051,KGS,"3,9",3/18/2010,"1,95","4,42",  2.048 
425,25821,133,1753,KGS,"5,655",6/6/2010,"3,12","7,48",  4.442 
328,34301,104,350,KGS,"12,584",5/10/2010,"6,37","15,30",  2.173 
385,4716,873,87,KGS,"16,991",4/1/2010,"5,86","11,45",  969 
335,31809,54,324,KGS,"14,365",7/12/2009,"7,34","16,56",  2.277 
324,34496,104,350,KGS,"11,817",7/6/2009,"5,92","14,21",  2.064 
344,18989,90,8064,KGS,"2,288",1/24/2009,"1,30","3,29",  7.958 
344,18989,90,8064,KGS,"2,288",1/26/2009,"1,30","3,29",  7.958 
371,25905,263,87,KGS,"21,242",10/10/2010,"8,35","20,02",  1.122 
335,1856,90,1928,KGS,"2,6",1/30/2010,"1,34","3,29",  2.425 
344,5690,254,376,KGS,"10,647",12/12/2009,"5,30","12,36",  2.009 
417,9119,681,350,LT,"8,333",4/8/2010,"3,87","9,18",  1.562 
328,8732,2,525,KGS,"7,917",11/5/2009,"3,97","8,97",  2.072 
402,23390,1463,525,KGS,"3,549",10/29/2009,"1,40","4,32",  1.128 
402,23390,1463,525,KGS,"3,549",2/8/2010,"1,40","4,30",  1.128 
402,23390,1463,525,KGS,"3,549",4/10/2010,"1,40","4,25",  1.128 
441,9119,681,350,LT,"8,32",10/4/2010,"3,86","9,17",  1.560 
413,37822,90,964,KGS,"2,821",12/10/2009,"1,28","3,26",  1.481 
328,21130,194,175,KGS,"10,244",8/10/2009,"3,96","7,59",  1.099 
318,4630,24,87,KGS,"25,051",5/31/2009,"10,58","26,78",  1.259 
344,8493,80,131,KGS,"13,104",8/2/2010,"4,95","14,61",  1.068 
400,3565,14,1840,KGS,"3,12",10/9/2009,"1,64","3,83",  2.725 
318,35229,1509,350,KGS,"12,116",9/5/2010,"6,09","14,61",  2.108 
319,22504,203,70,KGS,"35,243",7/17/2009,"15,56","38,71",  1.377 
399,25134,1124,131,KGS,"21,229",5/7/2009,"9,73","23,14",  1.507 
399,25134,1124,131,KGS,"21,229",5/7/2009,"9,73","23,14",  1.507 
326,15636,102,175,KGS,"8,177",5/23/2009,"2,74","7,31",  951 
344,5690,254,376,KGS,"10,582",11/22/2009,"5,26","12,26",  2.000 
385,13254,1359,3155,KGS,"15,665",6/1/2009,"9,10","23,41",  20.713 
319,27935,90,2024,KGS,"2,6",4/17/2009,"1,35","3,27",  2.529 
319,27935,90,2024,KGS,"2,6",5/8/2009,"1,35","3,27",  2.529 
389,22534,184,613,KGS,"13,338",12/4/2009,"7,26","15,04",  3.729 
326,37500,121,841,KGS,"6,5",9/27/2009,"3,39","7,45",  2.613 
328,31463,95,175,KGS,"7,761",8/26/2010,"2,50","7,74",  921 
328,37614,93,964,KGS,"2,795",2/5/2010,"1,27","3,29",  1.472 
328,36229,94,1,KGS,"1062,581",8/10/2009,"262,66","1200,26",  800 
324,33804,69,350,KGS,"7,865",2/27/2009,"3,59","8,54",  1.496 
377,31099,193,350,KGS,"7,124",3/22/2009,"3,15","8,57",  1.389 
324,31535,149,87,KGS,"11,583",3/12/2010,"2,64","6,81",  778 
328,37178,90,771,KGS,"3,25",1/15/2010,"1,44","3,63",  1.395 
377,7161,90,6048,KGS,"2,314",2/24/2009,"1,30","3,29",  6.126 
319,33874,203,17,KGS,"53,131",1/2/2010,"9,91","27,18",  735 
344,13834,681,350,LT,"8,203",2/25/2010,"3,79","8,99",  1.545 
319,33874,203,17,KGS,"53,144",1/21/2010,"9,91","27,20",  735 
